shift_id,zone_id,log_text,handover_quality,timestamp
SHIFT-49,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-03T20:06:13.789862
SHIFT-49,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,FAIR,2026-07-03T20:06:13.789862
SHIFT-49,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-03T20:06:13.789862
SHIFT-49,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-03T20:06:13.789862
SHIFT-49,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-03T20:06:13.789862
SHIFT-50,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-50,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-03T21:06:13.789862
SHIFT-51,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-51,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-51,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-51,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-51,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-51,Z-6,Zone Compressor Station inspected. Parameters nominal.,FAIR,2026-07-03T22:06:13.789862
SHIFT-51,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-51,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-51,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-51,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-03T22:06:13.789862
SHIFT-52,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,FAIR,2026-07-03T23:06:13.789862
SHIFT-52,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-52,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-52,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-52,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-52,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-52,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-52,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-52,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-52,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-03T23:06:13.789862
SHIFT-53,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-53,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T00:06:13.789862
SHIFT-54,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,FAIR,2026-07-04T01:06:13.789862
SHIFT-54,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T01:06:13.789862
SHIFT-54,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T01:06:13.789862
SHIFT-54,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T01:06:13.789862
SHIFT-54,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T01:06:13.789862
SHIFT-54,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T01:06:13.789862
SHIFT-54,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T01:06:13.789862
SHIFT-54,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T01:06:13.789862
SHIFT-54,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T01:06:13.789862
SHIFT-54,Z-10,Zone Control Room Hub inspected. Parameters nominal.,FAIR,2026-07-04T01:06:13.789862
SHIFT-55,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-55,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-55,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-55,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-55,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,FAIR,2026-07-04T02:06:13.789862
SHIFT-55,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-55,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-55,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-55,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-55,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T02:06:13.789862
SHIFT-56,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-56,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T03:06:13.789862
SHIFT-57,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-57,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T04:06:13.789862
SHIFT-58,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-58,Z-2,Zone Blast Furnace inspected. Parameters nominal.,FAIR,2026-07-04T05:06:13.789862
SHIFT-58,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-58,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-58,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-58,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-58,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-58,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-58,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-58,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T05:06:13.789862
SHIFT-59,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-59,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T06:06:13.789862
SHIFT-60,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T07:06:13.789862
SHIFT-60,Z-2,Zone Blast Furnace inspected. Parameters nominal.,FAIR,2026-07-04T07:06:13.789862
SHIFT-60,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T07:06:13.789862
SHIFT-60,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T07:06:13.789862
SHIFT-60,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T07:06:13.789862
SHIFT-60,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T07:06:13.789862
SHIFT-60,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T07:06:13.789862
SHIFT-60,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,FAIR,2026-07-04T07:06:13.789862
SHIFT-60,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T07:06:13.789862
SHIFT-60,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T07:06:13.789862
SHIFT-61,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-61,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-61,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-61,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-61,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-61,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-61,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-61,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,FAIR,2026-07-04T08:06:13.789862
SHIFT-61,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-61,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T08:06:13.789862
SHIFT-62,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,FAIR,2026-07-04T09:06:13.789862
SHIFT-62,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-62,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-62,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-62,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-62,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-62,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-62,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-62,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-62,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T09:06:13.789862
SHIFT-63,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T10:06:13.789862
SHIFT-63,Z-10,Zone Control Room Hub inspected. Parameters nominal.,FAIR,2026-07-04T10:06:13.789862
SHIFT-64,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-64,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T11:06:13.789862
SHIFT-65,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-65,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T12:06:13.789862
SHIFT-66,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T13:06:13.789862
SHIFT-66,Z-10,Zone Control Room Hub inspected. Parameters nominal.,FAIR,2026-07-04T13:06:13.789862
SHIFT-67,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-67,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T14:06:13.789862
SHIFT-68,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,FAIR,2026-07-04T15:06:13.789862
SHIFT-68,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T15:06:13.789862
SHIFT-68,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T15:06:13.789862
SHIFT-68,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T15:06:13.789862
SHIFT-68,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T15:06:13.789862
SHIFT-68,Z-6,Zone Compressor Station inspected. Parameters nominal.,FAIR,2026-07-04T15:06:13.789862
SHIFT-68,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T15:06:13.789862
SHIFT-68,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,FAIR,2026-07-04T15:06:13.789862
SHIFT-68,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T15:06:13.789862
SHIFT-68,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T15:06:13.789862
SHIFT-69,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-69,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T16:06:13.789862
SHIFT-70,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T17:06:13.789862
SHIFT-70,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T17:06:13.789862
SHIFT-70,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T17:06:13.789862
SHIFT-70,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T17:06:13.789862
SHIFT-70,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,FAIR,2026-07-04T17:06:13.789862
SHIFT-70,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T17:06:13.789862
SHIFT-70,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,FAIR,2026-07-04T17:06:13.789862
SHIFT-70,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T17:06:13.789862
SHIFT-70,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T17:06:13.789862
SHIFT-70,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T17:06:13.789862
SHIFT-71,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-71,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T18:06:13.789862
SHIFT-72,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-4,Zone Boiler House inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-9,Zone Utilities Area inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-72,Z-10,Zone Control Room Hub inspected. Parameters nominal.,GOOD,2026-07-04T19:06:13.789862
SHIFT-73,Z-1,Zone Coke Oven Battery inspected. Parameters nominal.,GOOD,2026-07-04T20:06:13.789862
SHIFT-73,Z-2,Zone Blast Furnace inspected. Parameters nominal.,GOOD,2026-07-04T20:06:13.789862
SHIFT-73,Z-3,Zone Gas Storage Facility inspected. Parameters nominal.,GOOD,2026-07-04T20:06:13.789862
SHIFT-73,Z-4,Zone Boiler House inspected. Parameters nominal.,FAIR,2026-07-04T20:06:13.789862
SHIFT-73,Z-5,Zone Maintenance Workshop inspected. Parameters nominal.,GOOD,2026-07-04T20:06:13.789862
SHIFT-73,Z-6,Zone Compressor Station inspected. Parameters nominal.,GOOD,2026-07-04T20:06:13.789862
SHIFT-73,Z-7,Zone Raw Material Handling inspected. Parameters nominal.,GOOD,2026-07-04T20:06:13.789862
SHIFT-73,Z-8,Zone Warehouse Logistics inspected. Parameters nominal.,GOOD,2026-07-04T20:06:13.789862
