permit_id,permit_number,type,zone_id,equipment_id,worker_id,status,start_time,end_time,hazards,controls
PRM-219,P-20218,CONFINED_SPACE,Z-10,EQ-CR-2,W-234,COMPLETED,2026-07-09T10:41:13.789862,2026-07-09T11:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-220,P-20219,CONFINED_SPACE,Z-7,EQ-RMH-4,W-202,COMPLETED,2026-07-02T08:26:13.789862,2026-07-02T09:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-221,P-20220,ELECTRICAL_ISOLATION,Z-3,EQ-GS-5,W-77,COMPLETED,2026-07-02T08:51:13.789862,2026-07-02T09:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-222,P-20221,HOT_WORK,Z-10,EQ-CR-5,W-117,COMPLETED,2026-07-06T14:26:13.789862,2026-07-06T15:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-223,P-20222,HEIGHTS,Z-9,EQ-UA-3,W-120,COMPLETED,2026-07-03T17:51:13.789862,2026-07-03T19:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-224,P-20223,HOT_WORK,Z-4,EQ-BH-4,W-188,COMPLETED,2026-07-06T12:56:13.789862,2026-07-06T13:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-225,P-20224,CONFINED_SPACE,Z-5,EQ-MW-3,W-203,COMPLETED,2026-07-02T00:51:13.789862,2026-07-02T02:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-226,P-20225,CONFINED_SPACE,Z-10,EQ-CR-4,W-212,COMPLETED,2026-07-04T07:56:13.789862,2026-07-04T09:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-227,P-20226,ELECTRICAL_ISOLATION,Z-9,EQ-UA-1,W-172,COMPLETED,2026-07-03T01:41:13.789862,2026-07-03T03:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-228,P-20227,CONFINED_SPACE,Z-3,EQ-GS-2,W-240,COMPLETED,2026-07-08T15:01:13.789862,2026-07-08T16:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-229,P-20228,ELECTRICAL_ISOLATION,Z-1,EQ-COB-7,W-115,COMPLETED,2026-07-07T07:01:13.789862,2026-07-07T08:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-230,P-20229,ELECTRICAL_ISOLATION,Z-5,EQ-MW-5,W-186,COMPLETED,2026-07-06T03:06:13.789862,2026-07-06T05:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-231,P-20230,ELECTRICAL_ISOLATION,Z-1,EQ-COB-2,W-178,COMPLETED,2026-07-11T03:11:13.789862,2026-07-11T04:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-232,P-20231,HOT_WORK,Z-1,EQ-COB-4,W-41,COMPLETED,2026-07-08T10:56:13.789862,2026-07-08T12:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-233,P-20232,ELECTRICAL_ISOLATION,Z-9,EQ-UA-3,W-164,COMPLETED,2026-07-11T15:41:13.789862,2026-07-11T16:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-234,P-20233,EXCAVATION,Z-6,EQ-CS-2,W-246,COMPLETED,2026-07-04T23:26:13.789862,2026-07-05T00:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-235,P-20234,CONFINED_SPACE,Z-8,EQ-WH-6,W-107,COMPLETED,2026-07-08T07:21:13.789862,2026-07-08T08:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-236,P-20235,HEIGHTS,Z-9,EQ-UA-2,W-196,COMPLETED,2026-07-09T11:31:13.789862,2026-07-09T12:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-237,P-20236,HOT_WORK,Z-10,EQ-CR-3,W-136,COMPLETED,2026-07-09T07:26:13.789862,2026-07-09T09:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-238,P-20237,EXCAVATION,Z-2,EQ-BF-5,W-213,COMPLETED,2026-07-03T10:21:13.789862,2026-07-03T10:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-239,P-20238,CONFINED_SPACE,Z-9,EQ-UA-2,W-39,COMPLETED,2026-07-09T23:31:13.789862,2026-07-10T01:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-240,P-20239,EXCAVATION,Z-6,EQ-CS-2,W-175,COMPLETED,2026-07-08T02:51:13.789862,2026-07-08T03:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-241,P-20240,HEIGHTS,Z-10,EQ-CR-1,W-115,COMPLETED,2026-07-03T03:06:13.789862,2026-07-03T04:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-242,P-20241,CONFINED_SPACE,Z-8,EQ-WH-5,W-117,COMPLETED,2026-07-09T03:16:13.789862,2026-07-09T04:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-243,P-20242,EXCAVATION,Z-1,EQ-COB-1,W-186,COMPLETED,2026-07-08T09:51:13.789862,2026-07-08T11:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-244,P-20243,ELECTRICAL_ISOLATION,Z-7,EQ-RMH-1,W-149,COMPLETED,2026-07-01T21:06:13.789862,2026-07-01T22:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-245,P-20244,HEIGHTS,Z-1,EQ-COB-1,W-139,COMPLETED,2026-07-06T17:41:13.789862,2026-07-06T18:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-246,P-20245,HEIGHTS,Z-2,EQ-BF-2,W-105,COMPLETED,2026-07-02T06:51:13.789862,2026-07-02T08:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-247,P-20246,HEIGHTS,Z-3,EQ-GS-4,W-115,COMPLETED,2026-07-07T03:51:13.789862,2026-07-07T05:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-248,P-20247,HOT_WORK,Z-7,EQ-RMH-6,W-35,COMPLETED,2026-07-11T13:06:13.789862,2026-07-11T15:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-249,P-20248,HOT_WORK,Z-6,EQ-CS-5,W-101,COMPLETED,2026-07-04T09:01:13.789862,2026-07-04T10:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-250,P-20249,CONFINED_SPACE,Z-3,EQ-GS-4,W-77,COMPLETED,2026-07-01T21:16:13.789862,2026-07-01T21:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-251,P-20250,HEIGHTS,Z-9,EQ-UA-2,W-211,COMPLETED,2026-07-09T09:36:13.789862,2026-07-09T11:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-252,P-20251,HEIGHTS,Z-4,EQ-BH-2,W-71,COMPLETED,2026-07-06T18:11:13.789862,2026-07-06T19:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-253,P-20252,HOT_WORK,Z-2,EQ-BF-1,W-158,COMPLETED,2026-07-11T05:26:13.789862,2026-07-11T07:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-254,P-20253,CONFINED_SPACE,Z-4,EQ-BH-1,W-153,COMPLETED,2026-07-02T19:01:13.789862,2026-07-02T19:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-255,P-20254,EXCAVATION,Z-8,EQ-WH-6,W-63,COMPLETED,2026-07-11T09:26:13.789862,2026-07-11T10:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-256,P-20255,HEIGHTS,Z-1,EQ-COB-2,W-139,COMPLETED,2026-07-08T01:51:13.789862,2026-07-08T02:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-257,P-20256,CONFINED_SPACE,Z-1,EQ-COB-7,W-60,COMPLETED,2026-07-09T00:01:13.789862,2026-07-09T01:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-258,P-20257,ELECTRICAL_ISOLATION,Z-10,EQ-CR-3,W-61,COMPLETED,2026-07-10T01:11:13.789862,2026-07-10T02:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-259,P-20258,EXCAVATION,Z-3,EQ-GS-3,W-77,COMPLETED,2026-07-04T23:31:13.789862,2026-07-05T01:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-260,P-20259,EXCAVATION,Z-1,EQ-COB-6,W-161,COMPLETED,2026-07-10T06:01:13.789862,2026-07-10T06:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-261,P-20260,EXCAVATION,Z-7,EQ-RMH-3,W-249,COMPLETED,2026-07-08T21:16:13.789862,2026-07-08T21:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-262,P-20261,EXCAVATION,Z-7,EQ-RMH-2,W-105,COMPLETED,2026-07-06T08:51:13.789862,2026-07-06T10:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-263,P-20262,HEIGHTS,Z-5,EQ-MW-2,W-122,COMPLETED,2026-07-04T10:51:13.789862,2026-07-04T12:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-264,P-20263,ELECTRICAL_ISOLATION,Z-4,EQ-BH-1,W-235,COMPLETED,2026-07-03T21:21:13.789862,2026-07-03T23:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-265,P-20264,HEIGHTS,Z-9,EQ-UA-2,W-136,COMPLETED,2026-07-07T18:16:13.789862,2026-07-07T20:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-266,P-20265,CONFINED_SPACE,Z-7,EQ-RMH-6,W-85,COMPLETED,2026-07-05T11:06:13.789862,2026-07-05T12:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-267,P-20266,HEIGHTS,Z-2,EQ-BF-2,W-138,COMPLETED,2026-07-07T02:41:13.789862,2026-07-07T03:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-268,P-20267,ELECTRICAL_ISOLATION,Z-1,EQ-COB-1,W-224,COMPLETED,2026-07-07T04:46:13.789862,2026-07-07T05:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-269,P-20268,EXCAVATION,Z-4,EQ-BH-4,W-56,COMPLETED,2026-07-11T09:16:13.789862,2026-07-11T11:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-270,P-20269,ELECTRICAL_ISOLATION,Z-4,EQ-BH-2,W-55,COMPLETED,2026-07-06T03:31:13.789862,2026-07-06T04:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-271,P-20270,HEIGHTS,Z-2,EQ-BF-2,W-102,COMPLETED,2026-07-05T06:51:13.789862,2026-07-05T07:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-272,P-20271,ELECTRICAL_ISOLATION,Z-9,EQ-UA-5,W-120,COMPLETED,2026-07-05T20:41:13.789862,2026-07-05T22:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-273,P-20272,ELECTRICAL_ISOLATION,Z-6,EQ-CS-4,W-132,COMPLETED,2026-07-05T13:21:13.789862,2026-07-05T14:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-274,P-20273,HOT_WORK,Z-8,EQ-WH-2,W-235,COMPLETED,2026-07-08T12:21:13.789862,2026-07-08T13:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-275,P-20274,ELECTRICAL_ISOLATION,Z-6,EQ-CS-2,W-145,COMPLETED,2026-07-07T17:21:13.789862,2026-07-07T17:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-276,P-20275,HOT_WORK,Z-3,EQ-GS-5,W-240,COMPLETED,2026-07-05T13:06:13.789862,2026-07-05T15:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-277,P-20276,HEIGHTS,Z-10,EQ-CR-3,W-51,COMPLETED,2026-07-06T00:51:13.789862,2026-07-06T01:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-278,P-20277,HEIGHTS,Z-4,EQ-BH-5,W-128,COMPLETED,2026-07-09T22:31:13.789862,2026-07-09T23:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-279,P-20278,ELECTRICAL_ISOLATION,Z-6,EQ-CS-2,W-118,COMPLETED,2026-07-08T18:51:13.789862,2026-07-08T20:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-280,P-20279,CONFINED_SPACE,Z-6,EQ-CS-2,W-126,COMPLETED,2026-07-03T19:51:13.789862,2026-07-03T21:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-281,P-20280,HOT_WORK,Z-9,EQ-UA-7,W-215,COMPLETED,2026-07-09T06:56:13.789862,2026-07-09T07:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-282,P-20281,HOT_WORK,Z-2,EQ-BF-2,W-36,COMPLETED,2026-07-01T22:16:13.789862,2026-07-01T23:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-283,P-20282,CONFINED_SPACE,Z-2,EQ-BF-4,W-130,COMPLETED,2026-07-01T23:11:13.789862,2026-07-02T00:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-284,P-20283,HOT_WORK,Z-6,EQ-CS-4,W-169,COMPLETED,2026-07-10T14:56:13.789862,2026-07-10T16:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-285,P-20284,HOT_WORK,Z-1,EQ-COB-1,W-106,COMPLETED,2026-07-09T09:41:13.789862,2026-07-09T11:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-286,P-20285,EXCAVATION,Z-1,EQ-COB-1,W-74,COMPLETED,2026-07-05T17:51:13.789862,2026-07-05T19:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-287,P-20286,HEIGHTS,Z-9,EQ-UA-1,W-236,COMPLETED,2026-07-04T09:16:13.789862,2026-07-04T10:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-288,P-20287,CONFINED_SPACE,Z-9,EQ-UA-5,W-159,COMPLETED,2026-07-05T06:21:13.789862,2026-07-05T07:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-289,P-20288,ELECTRICAL_ISOLATION,Z-5,EQ-MW-3,W-21,COMPLETED,2026-07-05T15:16:13.789862,2026-07-05T16:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-290,P-20289,HEIGHTS,Z-7,EQ-RMH-2,W-179,COMPLETED,2026-07-09T20:56:13.789862,2026-07-09T22:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-291,P-20290,HOT_WORK,Z-5,EQ-MW-4,W-24,COMPLETED,2026-07-11T03:11:13.789862,2026-07-11T03:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-292,P-20291,HEIGHTS,Z-7,EQ-RMH-6,W-15,COMPLETED,2026-07-09T16:41:13.789862,2026-07-09T18:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-293,P-20292,CONFINED_SPACE,Z-1,EQ-COB-4,W-217,COMPLETED,2026-07-03T00:16:13.789862,2026-07-03T02:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-294,P-20293,EXCAVATION,Z-6,EQ-CS-1,W-236,COMPLETED,2026-07-03T04:36:13.789862,2026-07-03T06:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-295,P-20294,CONFINED_SPACE,Z-4,EQ-BH-3,W-122,COMPLETED,2026-07-11T16:21:13.789862,2026-07-11T18:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-296,P-20295,HOT_WORK,Z-1,EQ-COB-5,W-231,COMPLETED,2026-07-11T13:41:13.789862,2026-07-11T14:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-297,P-20296,HOT_WORK,Z-10,EQ-CR-2,W-5,COMPLETED,2026-07-04T09:16:13.789862,2026-07-04T10:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-298,P-20297,CONFINED_SPACE,Z-10,EQ-CR-2,W-77,COMPLETED,2026-07-07T12:01:13.789862,2026-07-07T12:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-299,P-20298,CONFINED_SPACE,Z-10,EQ-CR-5,W-174,COMPLETED,2026-07-09T21:31:13.789862,2026-07-09T23:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-300,P-20299,HEIGHTS,Z-6,EQ-CS-3,W-129,COMPLETED,2026-07-03T19:51:13.789862,2026-07-03T20:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-301,P-20300,HOT_WORK,Z-1,EQ-COB-1,W-215,COMPLETED,2026-07-08T01:16:13.789862,2026-07-08T02:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-302,P-20301,EXCAVATION,Z-6,EQ-CS-3,W-249,COMPLETED,2026-07-10T13:36:13.789862,2026-07-10T15:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-303,P-20302,ELECTRICAL_ISOLATION,Z-1,EQ-COB-3,W-59,COMPLETED,2026-07-08T05:51:13.789862,2026-07-08T07:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-304,P-20303,HEIGHTS,Z-9,EQ-UA-5,W-175,COMPLETED,2026-07-07T23:26:13.789862,2026-07-08T00:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-305,P-20304,HOT_WORK,Z-7,EQ-RMH-2,W-205,COMPLETED,2026-07-10T15:11:13.789862,2026-07-10T16:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-306,P-20305,HOT_WORK,Z-2,EQ-BF-2,W-98,COMPLETED,2026-07-05T15:31:13.789862,2026-07-05T16:21:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-307,P-20306,ELECTRICAL_ISOLATION,Z-7,EQ-RMH-1,W-24,COMPLETED,2026-07-06T23:11:13.789862,2026-07-06T23:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-308,P-20307,HEIGHTS,Z-5,EQ-MW-2,W-27,COMPLETED,2026-07-06T22:56:13.789862,2026-07-07T00:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-309,P-20308,CONFINED_SPACE,Z-2,EQ-BF-5,W-143,COMPLETED,2026-07-07T23:11:13.789862,2026-07-08T00:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-310,P-20309,HEIGHTS,Z-9,EQ-UA-3,W-23,COMPLETED,2026-07-03T07:21:13.789862,2026-07-03T07:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-311,P-20310,HOT_WORK,Z-9,EQ-UA-4,W-222,COMPLETED,2026-07-10T07:51:13.789862,2026-07-10T09:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-312,P-20311,ELECTRICAL_ISOLATION,Z-1,EQ-COB-1,W-200,COMPLETED,2026-07-07T17:16:13.789862,2026-07-07T18:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-313,P-20312,CONFINED_SPACE,Z-9,EQ-UA-6,W-44,COMPLETED,2026-07-09T23:16:13.789862,2026-07-10T01:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-314,P-20313,CONFINED_SPACE,Z-7,EQ-RMH-3,W-78,COMPLETED,2026-07-03T19:26:13.789862,2026-07-03T20:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-315,P-20314,CONFINED_SPACE,Z-8,EQ-WH-3,W-112,COMPLETED,2026-07-02T17:41:13.789862,2026-07-02T18:36:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-316,P-20315,ELECTRICAL_ISOLATION,Z-7,EQ-RMH-3,W-93,COMPLETED,2026-07-08T17:21:13.789862,2026-07-08T18:01:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-317,P-20316,HEIGHTS,Z-4,EQ-BH-1,W-118,COMPLETED,2026-07-10T06:46:13.789862,2026-07-10T07:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-318,P-20317,ELECTRICAL_ISOLATION,Z-3,EQ-GS-5,W-86,COMPLETED,2026-07-01T22:21:13.789862,2026-07-01T23:51:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-319,P-20318,ELECTRICAL_ISOLATION,Z-7,EQ-RMH-7,W-111,COMPLETED,2026-07-08T02:21:13.789862,2026-07-08T03:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-320,P-20319,CONFINED_SPACE,Z-10,EQ-CR-2,W-155,COMPLETED,2026-07-06T02:36:13.789862,2026-07-06T03:56:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-321,P-20320,ELECTRICAL_ISOLATION,Z-8,EQ-WH-3,W-248,COMPLETED,2026-07-04T08:41:13.789862,2026-07-04T10:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-322,P-20321,HEIGHTS,Z-5,EQ-MW-4,W-84,COMPLETED,2026-07-10T00:36:13.789862,2026-07-10T01:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-323,P-20322,HEIGHTS,Z-5,EQ-MW-5,W-239,COMPLETED,2026-07-07T00:41:13.789862,2026-07-07T01:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-324,P-20323,EXCAVATION,Z-4,EQ-BH-5,W-175,COMPLETED,2026-07-09T14:16:13.789862,2026-07-09T15:11:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-325,P-20324,HEIGHTS,Z-1,EQ-COB-3,W-205,COMPLETED,2026-07-04T19:36:13.789862,2026-07-04T21:16:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-326,P-20325,HEIGHTS,Z-2,EQ-BF-3,W-36,COMPLETED,2026-07-11T09:46:13.789862,2026-07-11T11:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-327,P-20326,ELECTRICAL_ISOLATION,Z-4,EQ-BH-4,W-184,COMPLETED,2026-07-11T04:51:13.789862,2026-07-11T05:41:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-328,P-20327,HOT_WORK,Z-7,EQ-RMH-4,W-150,COMPLETED,2026-07-08T05:21:13.789862,2026-07-08T07:06:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-329,P-20328,EXCAVATION,Z-9,EQ-UA-1,W-140,COMPLETED,2026-07-11T16:11:13.789862,2026-07-11T17:46:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-330,P-20329,EXCAVATION,Z-6,EQ-CS-2,W-28,COMPLETED,2026-07-10T06:46:13.789862,2026-07-10T07:26:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
PRM-331,P-20330,CONFINED_SPACE,Z-6,EQ-CS-4,W-145,COMPLETED,2026-07-11T00:56:13.789862,2026-07-11T01:31:13.789862,"Gas ignition, toxic gas exposure, mechanical hazards","Continuous testing, extraction bypass, fire watch"
